, ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
1,Standard_A,Standard_A1,,Standard,Electric,_A,,Standard,,,Direct Debit,Standing Charge,0.4841,0.5083,,Anytime,0.2435,0.2557,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_B,Standard_B1,,Standard,Electric,_B,,Standard,,,Direct Debit,Standing Charge,0.5418,0.5689,,Anytime,0.2296,0.2411,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_C,Standard_C1,,Standard,Electric,_C,,Standard,,,Direct Debit,Standing Charge,0.3958,0.4156,,Anytime,0.2481,0.2605,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_D,Standard_D1,,Standard,Electric,_D,,Standard,,,Direct Debit,Standing Charge,0.6464,0.6787,,Anytime,0.2453,0.2576,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_E,Standard_E1,,Standard,Electric,_E,,Standard,,,Direct Debit,Standing Charge,0.6057,0.636,,Anytime,0.2303,0.2418,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_F,Standard_F1,,Standard,Electric,_F,,Standard,,,Direct Debit,Standing Charge,0.6865,0.7208,,Anytime,0.2239,0.2351,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_G,Standard_G1,,Standard,Electric,_G,,Standard,,,Direct Debit,Standing Charge,0.4955,0.5203,,Anytime,0.2414,0.2535,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_P,Standard_P1,,Standard,Electric,_P,,Standard,,,Direct Debit,Standing Charge,0.5901,0.6196,,Anytime,0.2407,0.2527,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_N,Standard_N1,,Standard,Electric,_N,,Standard,,,Direct Debit,Standing Charge,0.611,0.6416,,Anytime,0.2315,0.2431,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_J,Standard_J1,,Standard,Electric,_J,,Standard,,,Direct Debit,Standing Charge,0.5507,0.5782,,Anytime,0.2437,0.2559,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_H,Standard_H1,,Standard,Electric,_H,,Standard,,,Direct Debit,Standing Charge,0.612,0.6426,,Anytime,0.2378,0.2497,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_K,Standard_K1,,Standard,Electric,_K,,Standard,,,Direct Debit,Standing Charge,0.6104,0.6409,,Anytime,0.2366,0.2484,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_L,Standard_L1,,Standard,Electric,_L,,Standard,,,Direct Debit,Standing Charge,0.6486,0.681,,Anytime,0.2336,0.2453,,,,,,,,,,,Live Run SVT Direct Debit 
1,Standard_M,Standard_M1,,Standard,Electric,_M,,Standard,,,Direct Debit,Standing Charge,0.6505,0.683,,Anytime,0.2272,0.2386,,,,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_A,Economy 7_A1,,Economy 7,Electric,_A,,Economy 7,,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.2737,0.2874,Off peak ,0.1751,0.1839,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_B,Economy 7_B1,,Economy 7,Electric,_B,,Economy 7,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2578,0.2707,Off peak ,0.1686,0.177,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_C,Economy 7_C1,,Economy 7,Electric,_C,,Economy 7,,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.27,0.2835,Off peak ,0.1882,0.1976,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_D,Economy 7_D1,,Economy 7,Electric,_D,,Economy 7,,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.275,0.2888,Off peak ,0.177,0.1859,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_E,Economy 7_E1,,Economy 7,Electric,_E,,Economy 7,,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2551,0.2679,Off peak ,0.1744,0.1831,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_F,Economy 7_F1,,Economy 7,Electric,_F,,Economy 7,,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2481,0.2605,Off peak ,0.1694,0.1779,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_G,Economy 7_G1,,Economy 7,Electric,_G,,Economy 7,,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.2733,0.287,Off peak ,0.1703,0.1788,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_P,Economy 7_P1,,Economy 7,Electric,_P,,Economy 7,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2707,0.2842,Off peak ,0.1744,0.1831,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_N,Economy 7_N1,,Economy 7,Electric,_N,,Economy 7,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2594,0.2724,Off peak ,0.1695,0.178,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_J,Economy 7_J1,,Economy 7,Electric,_J,,Economy 7,,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.2739,0.2876,Off peak ,0.175,0.1838,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_H,Economy 7_H1,,Economy 7,Electric,_H,,Economy 7,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2645,0.2777,Off peak ,0.1764,0.1852,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_K,Economy 7_K1,,Economy 7,Electric,_K,,Economy 7,,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.266,0.2793,Off peak ,0.172,0.1806,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_L,Economy 7_L1,,Economy 7,Electric,_L,,Economy 7,,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.2629,0.276,Off peak ,0.1694,0.1779,,,,,,,,Live Run SVT Direct Debit 
1,Economy 7_M,Economy 7_M1,,Economy 7,Electric,_M,,Economy 7,,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2483,0.2607,Off peak ,0.1775,0.1864,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_A,Economy 10_A1,,Economy 10,Electric,_A,,Economy 10,,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.2621,0.2752,Off peak ,0.2025,0.2126,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_B,Economy 10_B1,,Economy 10,Electric,_B,,Economy 10,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2465,0.2588,Off peak ,0.1942,0.2039,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_C,Economy 10_C1,,Economy 10,Electric,_C,,Economy 10,,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.2589,0.2718,Off peak ,0.2124,0.223,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_D,Economy 10_D1,,Economy 10,Electric,_D,,Economy 10,,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.2629,0.276,Off peak ,0.2047,0.2149,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_E,Economy 10_E1,,Economy 10,Electric,_E,,Economy 10,,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2455,0.2578,Off peak ,0.1969,0.2067,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_F,Economy 10_F1,,Economy 10,Electric,_F,,Economy 10,,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2386,0.2505,Off peak ,0.1914,0.201,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_G,Economy 10_G1,,Economy 10,Electric,_G,,Economy 10,,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.2599,0.2729,Off peak ,0.2001,0.2101,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_P,Economy 10_P1,,Economy 10,Electric,_P,,Economy 10,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2591,0.2721,Off peak ,0.2014,0.2115,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_N,Economy 10_N1,,Economy 10,Electric,_N,,Economy 10,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2494,0.2619,Off peak ,0.1939,0.2036,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_J,Economy 10_J1,,Economy 10,Electric,_J,,Economy 10,,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.2645,0.2777,Off peak ,0.2002,0.2102,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_H,Economy 10_H1,,Economy 10,Electric,_H,,Economy 10,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2564,0.2692,Off peak ,0.1986,0.2085,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_K,Economy 10_K1,,Economy 10,Electric,_K,,Economy 10,,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.2591,0.2721,Off peak ,0.194,0.2037,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_L,Economy 10_L1,,Economy 10,Electric,_L,,Economy 10,,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.259,0.272,Off peak ,0.1882,0.1976,,,,,,,,Live Run SVT Direct Debit 
1,Economy 10_M,Economy 10_M1,,Economy 10,Electric,_M,,Economy 10,,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2389,0.2508,Off peak ,0.1982,0.2081,,,,,,,,Live Run SVT Direct Debit 
1,Domestic Economy_P,Domestic Economy_P1,,Domestic Economy,Electric,_P,,Domestic Economy,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2712,0.2848,Off peak ,0.1737,0.1824,,,,,,,,Live Run SVT Direct Debit 
1,Domestic Economy_N,Domestic Economy_N1,,Domestic Economy,Electric,_N,,Domestic Economy,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.26,0.273,Off peak ,0.1687,0.1771,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_A,Smart Economy 9_A1,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.2739,0.2876,Off peak ,0.2034,0.2136,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_B,Smart Economy 9_B1,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.255,0.2678,Off peak ,0.1963,0.2061,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_C,Smart Economy 9_C1,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.2611,0.2742,Off peak ,0.2179,0.2288,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_D,Smart Economy 9_D1,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.2713,0.2849,Off peak ,0.2078,0.2182,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_E,Smart Economy 9_E1,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2538,0.2665,Off peak ,0.1986,0.2085,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_F,Smart Economy 9_F1,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2469,0.2592,Off peak ,0.1929,0.2025,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_G,Smart Economy 9_G1,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.2722,0.2858,Off peak ,0.2007,0.2107,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_P,Smart Economy 9_P1,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2691,0.2826,Off peak ,0.2032,0.2134,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_N,Smart Economy 9_N1,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2573,0.2702,Off peak ,0.1969,0.2067,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_J,Smart Economy 9_J1,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.2783,0.2922,Off peak ,0.2004,0.2104,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_H,Smart Economy 9_H1,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2645,0.2777,Off peak ,0.2018,0.2119,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_K,Smart Economy 9_K1,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.2663,0.2796,Off peak ,0.1989,0.2088,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_L,Smart Economy 9_L1,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.2671,0.2805,Off peak ,0.1934,0.2031,,,,,,,,Live Run SVT Direct Debit 
1,Smart Economy 9_M,Smart Economy 9_M1,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2451,0.2574,Off peak ,0.2001,0.2101,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_A,2 Rate_A1,,2 Rate,Electric,_A,,2 Rate,,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.2682,0.2816,Off peak ,0.1884,0.1978,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_B,2 Rate_B1,,2 Rate,Electric,_B,,2 Rate,,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2519,0.2645,Off peak ,0.1818,0.1909,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_C,2 Rate_C1,,2 Rate,Electric,_C,,2 Rate,,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.2644,0.2776,Off peak ,0.2005,0.2105,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_D,2 Rate_D1,,2 Rate,Electric,_D,,2 Rate,,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.2689,0.2823,Off peak ,0.191,0.2006,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_E,2 Rate_E1,,2 Rate,Electric,_E,,2 Rate,,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2493,0.2618,Off peak ,0.1869,0.1962,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_F,2 Rate_F1,,2 Rate,Electric,_F,,2 Rate,,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2421,0.2542,Off peak ,0.1819,0.191,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_G,2 Rate_G1,,2 Rate,Electric,_G,,2 Rate,,,Direct Debit,Standing Charge,0.4928,0.5174,,Peak,0.2678,0.2812,Off peak ,0.1839,0.1931,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_P,2 Rate_P1,,2 Rate,Electric,_P,,2 Rate,,,Direct Debit,Standing Charge,0.5986,0.6285,,Peak,0.2642,0.2774,Off peak ,0.1887,0.1981,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_N,2 Rate_N1,,2 Rate,Electric,_N,,2 Rate,,,Direct Debit,Standing Charge,0.6194,0.6504,,Peak,0.2596,0.2726,Off peak ,0.1753,0.1841,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_J,2 Rate_J1,,2 Rate,Electric,_J,,2 Rate,,,Direct Debit,Standing Charge,0.5538,0.5815,,Peak,0.269,0.2825,Off peak ,0.1875,0.1969,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_H,2 Rate_H1,,2 Rate,Electric,_H,,2 Rate,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2586,0.2715,Off peak ,0.1895,0.199,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_K,2 Rate_K1,,2 Rate,Electric,_K,,2 Rate,,,Direct Debit,Standing Charge,0.6053,0.6356,,Peak,0.2602,0.2732,Off peak ,0.1854,0.1947,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_L,2 Rate_L1,,2 Rate,Electric,_L,,2 Rate,,,Direct Debit,Standing Charge,0.6534,0.6861,,Peak,0.2576,0.2705,Off peak ,0.1821,0.1912,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate_M,2 Rate_M1,,2 Rate,Electric,_M,,2 Rate,,,Direct Debit,Standing Charge,0.6484,0.6808,,Peak,0.2422,0.2543,Off peak ,0.1896,0.1991,,,,,,,,Live Run SVT Direct Debit 
1,THTC_P,THTC_P1,,THTC,Electric,_P,,THTC,,,Direct Debit,Standing Charge,0.5986,0.6285,,Anytime,0.2656,0.2789,Heating,0.2151,0.2259,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_A,Flex Rate_A1,,Flex Rate,Electric,_A,,Flex Rate,,,Direct Debit,Standing Charge,0.4876,0.512,,Anytime,0.2557,0.2685,Heating,0.2037,0.2139,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_B,Flex Rate_B1,,Flex Rate,Electric,_B,,Flex Rate,,,Direct Debit,Standing Charge,0.5389,0.5658,,Anytime,0.2404,0.2524,Heating,0.1958,0.2056,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_C,Flex Rate_C1,,Flex Rate,Electric,_C,,Flex Rate,,,Direct Debit,Standing Charge,0.3946,0.4143,,Anytime,0.2531,0.2658,Heating,0.2143,0.225,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_D,Flex Rate_D1,,Flex Rate,Electric,_D,,Flex Rate,,,Direct Debit,Standing Charge,0.6438,0.676,,Anytime,0.2567,0.2695,Heating,0.2059,0.2162,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_E,Flex Rate_E1,,Flex Rate,Electric,_E,,Flex Rate,,,Direct Debit,Standing Charge,0.6052,0.6355,,Anytime,0.2396,0.2516,Heating,0.1988,0.2087,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_F,Flex Rate_F1,,Flex Rate,Electric,_F,,Flex Rate,,,Direct Debit,Standing Charge,0.683,0.7172,,Anytime,0.233,0.2447,Heating,0.1931,0.2028,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_G,Flex Rate_G1,,Flex Rate,Electric,_G,,Flex Rate,,,Direct Debit,Standing Charge,0.4928,0.5174,,Anytime,0.2544,0.2671,Heating,0.2002,0.2102,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_P,Flex Rate_P1,,Flex Rate,Electric,_P,,Flex Rate,,,Direct Debit,Standing Charge,0.5986,0.6285,,Anytime,0.2528,0.2654,Heating,0.2027,0.2128,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_N,Flex Rate_N1,,Flex Rate,Electric,_N,,Flex Rate,,,Direct Debit,Standing Charge,0.6194,0.6504,,Anytime,0.2426,0.2547,Heating,0.196,0.2058,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_J,Flex Rate_J1,,Flex Rate,Electric,_J,,Flex Rate,,,Direct Debit,Standing Charge,0.5538,0.5815,,Anytime,0.2572,0.2701,Heating,0.202,0.2121,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_H,Flex Rate_H1,,Flex Rate,Electric,_H,,Flex Rate,,,Direct Debit,Standing Charge,0.614,0.6447,,Anytime,0.2485,0.2609,Heating,0.2018,0.2119,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_K,Flex Rate_K1,,Flex Rate,Electric,_K,,Flex Rate,,,Direct Debit,Standing Charge,0.6053,0.6356,,Anytime,0.2493,0.2618,Heating,0.1987,0.2086,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_L,Flex Rate_L1,,Flex Rate,Electric,_L,,Flex Rate,,,Direct Debit,Standing Charge,0.6534,0.6861,,Anytime,0.2468,0.2591,Heating,0.1953,0.2051,,,,,,,,Live Run SVT Direct Debit 
1,Flex Rate_M,Flex Rate_M1,,Flex Rate,Electric,_M,,Flex Rate,,,Direct Debit,Standing Charge,0.6484,0.6808,,Anytime,0.234,0.2457,Heating,0.1997,0.2097,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate (Heating)_P,2 Rate (Heating)_P1,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,Direct Debit,Standing Charge,0.5986,0.6285,,Anytime,0.247,0.2594,Heating,0.2097,0.2202,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate (Heating)_N,2 Rate (Heating)_N1,,2 Rate (Heating),Electric,_N,,2 Rate (Heating),,,Direct Debit,Standing Charge,0.6194,0.6504,,Anytime,0.2455,0.2578,Heating,0.1925,0.2021,,,,,,,,Live Run SVT Direct Debit 
1,2 Rate (Heating)_K,2 Rate (Heating)_K1,,2 Rate (Heating),Electric,_K,,2 Rate (Heating),,,Direct Debit,Standing Charge,0.6053,0.6356,,Anytime,0.2421,0.2542,Heating,0.2075,0.2179,,,,,,,,Live Run SVT Direct Debit 
1,Superdeal_H,Superdeal_H1,,Superdeal,Electric,_H,,Superdeal,,,Direct Debit,Standing Charge,0.614,0.6447,,Peak,0.2724,0.286,Off peak ,0.2077,0.2181,Heating,0.2073,0.2177,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_A,3 Rate (Heating)_A1,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.4876,0.512,,Peak,0.2962,0.311,Off peak ,0.203,0.2132,Heating,0.2168,0.2276,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_B,3 Rate (Heating)_B1,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.5389,0.5658,,Peak,0.2702,0.2837,Off peak ,0.1963,0.2061,Heating,0.2087,0.2191,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_C,3 Rate (Heating)_C1,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.3946,0.4143,,Peak,0.2834,0.2976,Off peak ,0.2113,0.2219,Heating,0.2249,0.2361,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_D,3 Rate (Heating)_D1,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6438,0.676,,Peak,0.2907,0.3052,Off peak ,0.2067,0.217,Heating,0.2204,0.2314,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_E,3 Rate (Heating)_E1,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.6052,0.6355,,Peak,0.2657,0.279,Off peak ,0.2007,0.2107,Heating,0.2105,0.221,,,,,Live Run SVT Direct Debit 
1,3 Rate (Heating)_F,3 Rate (Heating)_F1,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,Direct Debit,Standing Charge,0.683,0.7172,,Peak,0.2584,0.2713,Off peak ,0.1955,0.2053,Heating,0.2044,0.2146,,,,,Live Run SVT Direct Debit 
