, ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,,
2,Region Specific_P,Region Specific_P2,,Region Specific,Electric,_P,,Region Specific,,,On Demand,Standing Charge,0.647,0.6794,,Peak,0.278,0.2919,Off peak ,0.1987,0.2086,,,,,,,,
4,Standard_A,Standard_A4,,Standard,Gas,_A,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0627,0.0658,,,,,,,,,,,Live Run SVT On Demand
4,Standard_B,Standard_B4,,Standard,Gas,_B,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.062,0.0651,,,,,,,,,,,Live Run SVT On Demand
4,Standard_C,Standard_C4,,Standard,Gas,_C,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0642,0.0674,,,,,,,,,,,Live Run SVT On Demand
4,Standard_D,Standard_D4,,Standard,Gas,_D,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0632,0.0664,,,,,,,,,,,Live Run SVT On Demand
4,Standard_E,Standard_E4,,Standard,Gas,_E,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0631,0.0663,,,,,,,,,,,Live Run SVT On Demand
4,Standard_F,Standard_F4,,Standard,Gas,_F,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0633,0.0665,,,,,,,,,,,Live Run SVT On Demand
4,Standard_G,Standard_G4,,Standard,Gas,_G,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0627,0.0658,,,,,,,,,,,Live Run SVT On Demand
4,Standard_P,Standard_P4,,Standard,Gas,_P,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0626,0.0657,,,,,,,,,,,Live Run SVT On Demand
4,Standard_N,Standard_N4,,Standard,Gas,_N,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0626,0.0657,,,,,,,,,,,Live Run SVT On Demand
4,Standard_J,Standard_J4,,Standard,Gas,_J,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0628,0.0659,,,,,,,,,,,Live Run SVT On Demand
4,Standard_H,Standard_H4,,Standard,Gas,_H,,Standard,,,On Demand,Standing Charge,0.3457,0.363,,Anytime,0.0643,0.0675,,,,,,,,,,,Live Run SVT On Demand
4,Standard_K,Standard_K4,,Standard,Gas,_K,,Standard,,,On Demand,Standing Charge,0.3456,0.3629,,Anytime,0.0656,0.0689,,,,,,,,,,,Live Run SVT On Demand
4,Standard_L,Standard_L4,,Standard,Gas,_L,,Standard,,,On Demand,Standing Charge,0.3456,0.3629,,Anytime,0.0663,0.0696,,,,,,,,,,,Live Run SVT On Demand
4,Standard_M,Standard_M4,,Standard,Gas,_M,,Standard,,,On Demand,Standing Charge,0.3458,0.3631,,Anytime,0.0632,0.0664,,,,,,,,,,,Live Run SVT On Demand
5,Standard_A,Standard_A5,,Standard,Electric,_A,,Standard,,,Prepayment,Standing Charge,0.4841,0.5083,,Anytime,0.2357,0.2475,,,,,,,,,,,Live Run SVT PAYG
5,Standard_B,Standard_B5,,Standard,Electric,_B,,Standard,,,Prepayment,Standing Charge,0.5418,0.5689,,Anytime,0.2218,0.2329,,,,,,,,,,,Live Run SVT PAYG
5,Standard_C,Standard_C5,,Standard,Electric,_C,,Standard,,,Prepayment,Standing Charge,0.3958,0.4156,,Anytime,0.2402,0.2522,,,,,,,,,,,Live Run SVT PAYG
5,Standard_D,Standard_D5,,Standard,Electric,_D,,Standard,,,Prepayment,Standing Charge,0.6464,0.6787,,Anytime,0.2374,0.2493,,,,,,,,,,,Live Run SVT PAYG
5,Standard_E,Standard_E5,,Standard,Electric,_E,,Standard,,,Prepayment,Standing Charge,0.6057,0.636,,Anytime,0.2225,0.2336,,,,,,,,,,,Live Run SVT PAYG
5,Standard_F,Standard_F5,,Standard,Electric,_F,,Standard,,,Prepayment,Standing Charge,0.6865,0.7208,,Anytime,0.2161,0.2269,,,,,,,,,,,Live Run SVT PAYG
5,Standard_G,Standard_G5,,Standard,Electric,_G,,Standard,,,Prepayment,Standing Charge,0.4955,0.5203,,Anytime,0.2336,0.2453,,,,,,,,,,,Live Run SVT PAYG
5,Standard_P,Standard_P5,,Standard,Electric,_P,,Standard,,,Prepayment,Standing Charge,0.5901,0.6196,,Anytime,0.2329,0.2445,,,,,,,,,,,Live Run SVT PAYG
5,Standard_N,Standard_N5,,Standard,Electric,_N,,Standard,,,Prepayment,Standing Charge,0.611,0.6416,,Anytime,0.2237,0.2349,,,,,,,,,,,Live Run SVT PAYG
5,Standard_J,Standard_J5,,Standard,Electric,_J,,Standard,,,Prepayment,Standing Charge,0.5507,0.5782,,Anytime,0.2359,0.2477,,,,,,,,,,,Live Run SVT PAYG
5,Standard_H,Standard_H5,,Standard,Electric,_H,,Standard,,,Prepayment,Standing Charge,0.612,0.6426,,Anytime,0.23,0.2415,,,,,,,,,,,Live Run SVT PAYG
5,Standard_K,Standard_K5,,Standard,Electric,_K,,Standard,,,Prepayment,Standing Charge,0.6104,0.6409,,Anytime,0.2288,0.2402,,,,,,,,,,,Live Run SVT PAYG
5,Standard_L,Standard_L5,,Standard,Electric,_L,,Standard,,,Prepayment,Standing Charge,0.6486,0.681,,Anytime,0.2258,0.2371,,,,,,,,,,,Live Run SVT PAYG
5,Standard_M,Standard_M5,,Standard,Electric,_M,,Standard,,,Prepayment,Standing Charge,0.6505,0.683,,Anytime,0.2194,0.2304,,,,,,,,,,,Live Run SVT PAYG
3,Economy 7_A,Economy 7_A3,,Economy 7,Electric,_A,,Economy 7,,,Prepayment,Standing Charge,0.4876,0.512,,Peak,0.2668,0.2801,Off Peak,0.1703,0.1788,,,,,,,,Live Run SVT PAYG
3,Economy 7_B,Economy 7_B3,,Economy 7,Electric,_B,,Economy 7,,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.2511,0.2637,Off Peak,0.1637,0.1719,,,,,,,,Live Run SVT PAYG
3,Economy 7_C,Economy 7_C3,,Economy 7,Electric,_C,,Economy 7,,,Prepayment,Standing Charge,0.3946,0.4143,,Peak,0.2633,0.2765,Off Peak,0.183,0.1922,,,,,,,,Live Run SVT PAYG
3,Economy 7_D,Economy 7_D3,,Economy 7,Electric,_D,,Economy 7,,,Prepayment,Standing Charge,0.6438,0.676,,Peak,0.2682,0.2816,Off Peak,0.172,0.1806,,,,,,,,Live Run SVT PAYG
3,Economy 7_E,Economy 7_E3,,Economy 7,Electric,_E,,Economy 7,,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2485,0.2609,Off Peak,0.1693,0.1778,,,,,,,,Live Run SVT PAYG
3,Economy 7_F,Economy 7_F3,,Economy 7,Electric,_F,,Economy 7,,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.2414,0.2535,Off Peak,0.1645,0.1727,,,,,,,,Live Run SVT PAYG
3,Economy 7_G,Economy 7_G3,,Economy 7,Electric,_G,,Economy 7,,,Prepayment,Standing Charge,0.4928,0.5174,,Peak,0.2664,0.2797,Off Peak,0.1655,0.1738,,,,,,,,Live Run SVT PAYG
3,Economy 7_P,Economy 7_P3,,Economy 7,Electric,_P,,Economy 7,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2639,0.2771,Off Peak,0.1694,0.1779,,,,,,,,Live Run SVT PAYG
3,Economy 7_N,Economy 7_N3,,Economy 7,Electric,_N,,Economy 7,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2527,0.2653,Off Peak,0.1645,0.1727,,,,,,,,Live Run SVT PAYG
3,Economy 7_J,Economy 7_J3,,Economy 7,Electric,_J,,Economy 7,,,Prepayment,Standing Charge,0.5538,0.5815,,Peak,0.2671,0.2805,Off Peak,0.17,0.1785,,,,,,,,Live Run SVT PAYG
3,Economy 7_H,Economy 7_H3,,Economy 7,Electric,_H,,Economy 7,,,Prepayment,Standing Charge,0.614,0.6447,,Peak,0.2578,0.2707,Off Peak,0.1713,0.1799,,,,,,,,Live Run SVT PAYG
3,Economy 7_K,Economy 7_K3,,Economy 7,Electric,_K,,Economy 7,,,Prepayment,Standing Charge,0.6053,0.6356,,Peak,0.2592,0.2722,Off Peak,0.1671,0.1755,,,,,,,,Live Run SVT PAYG
3,Economy 7_L,Economy 7_L3,,Economy 7,Electric,_L,,Economy 7,,,Prepayment,Standing Charge,0.6534,0.6861,,Peak,0.2562,0.269,Off Peak,0.1644,0.1726,,,,,,,,Live Run SVT PAYG
3,Economy 7_M,Economy 7_M3,,Economy 7,Electric,_M,,Economy 7,,,Prepayment,Standing Charge,0.6484,0.6808,,Peak,0.2418,0.2539,Off Peak,0.1723,0.1809,,,,,,,,Live Run SVT PAYG
3,Economy 10_A,Economy 10_A3,,Economy 10,Electric,_A,,Economy 10,,,Prepayment,Standing Charge,0.4876,0.512,,Peak,0.2527,0.2653,Off Peak,0.1952,0.205,,,,,,,,Live Run SVT PAYG
3,Economy 10_B,Economy 10_B3,,Economy 10,Electric,_B,,Economy 10,,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.2376,0.2495,Off Peak,0.1871,0.1965,,,,,,,,Live Run SVT PAYG
3,Economy 10_C,Economy 10_C3,,Economy 10,Electric,_C,,Economy 10,,,Prepayment,Standing Charge,0.3946,0.4143,,Peak,0.2502,0.2627,Off Peak,0.2054,0.2157,,,,,,,,Live Run SVT PAYG
3,Economy 10_D,Economy 10_D3,,Economy 10,Electric,_D,,Economy 10,,,Prepayment,Standing Charge,0.6438,0.676,,Peak,0.2536,0.2663,Off Peak,0.1975,0.2074,,,,,,,,Live Run SVT PAYG
3,Economy 10_E,Economy 10_E3,,Economy 10,Electric,_E,,Economy 10,,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2367,0.2485,Off Peak,0.1901,0.1996,,,,,,,,Live Run SVT PAYG
3,Economy 10_F,Economy 10_F3,,Economy 10,Electric,_F,,Economy 10,,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.23,0.2415,Off Peak,0.1845,0.1937,,,,,,,,Live Run SVT PAYG
3,Economy 10_G,Economy 10_G3,,Economy 10,Electric,_G,,Economy 10,,,Prepayment,Standing Charge,0.4928,0.5174,,Peak,0.2505,0.263,Off Peak,0.1929,0.2025,,,,,,,,Live Run SVT PAYG
3,Economy 10_P,Economy 10_P3,,Economy 10,Electric,_P,,Economy 10,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2498,0.2623,Off Peak,0.1942,0.2039,,,,,,,,Live Run SVT PAYG
3,Economy 10_N,Economy 10_N3,,Economy 10,Electric,_N,,Economy 10,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2403,0.2523,Off Peak,0.1868,0.1961,,,,,,,,Live Run SVT PAYG
3,Economy 10_J,Economy 10_J3,,Economy 10,Electric,_J,,Economy 10,,,Prepayment,Standing Charge,0.5538,0.5815,,Peak,0.2549,0.2676,Off Peak,0.1928,0.2024,,,,,,,,Live Run SVT PAYG
3,Economy 10_H,Economy 10_H3,,Economy 10,Electric,_H,,Economy 10,,,Prepayment,Standing Charge,0.614,0.6447,,Peak,0.2471,0.2595,Off Peak,0.1914,0.201,,,,,,,,Live Run SVT PAYG
3,Economy 10_K,Economy 10_K3,,Economy 10,Electric,_K,,Economy 10,,,Prepayment,Standing Charge,0.6053,0.6356,,Peak,0.2494,0.2619,Off Peak,0.1867,0.196,,,,,,,,Live Run SVT PAYG
3,Economy 10_L,Economy 10_L3,,Economy 10,Electric,_L,,Economy 10,,,Prepayment,Standing Charge,0.6534,0.6861,,Peak,0.2489,0.2613,Off Peak,0.1809,0.1899,,,,,,,,Live Run SVT PAYG
3,Economy 10_M,Economy 10_M3,,Economy 10,Electric,_M,,Economy 10,,,Prepayment,Standing Charge,0.6484,0.6808,,Peak,0.2306,0.2421,Off Peak,0.1914,0.201,,,,,,,,Live Run SVT PAYG
3,Domestic Economy_P,Domestic Economy_P3,,Domestic Economy,Electric,_P,,Domestic Economy,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2643,0.2775,Off Peak,0.1689,0.1773,,,,,,,,Live Run SVT PAYG
3,Domestic Economy_N,Domestic Economy_N3,,Domestic Economy,Electric,_N,,Domestic Economy,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2532,0.2659,Off Peak,0.1638,0.172,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_A,Smart Economy 9_A3,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,Prepayment,Standing Charge,0.4876,0.512,,Peak,0.2668,0.2801,Off Peak,0.1981,0.208,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_B,Smart Economy 9_B3,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.248,0.2604,Off Peak,0.191,0.2006,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_C,Smart Economy 9_C3,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,Prepayment,Standing Charge,0.3946,0.4143,,Peak,0.2545,0.2672,Off Peak,0.2123,0.2229,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_D,Smart Economy 9_D3,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,Prepayment,Standing Charge,0.6438,0.676,,Peak,0.2642,0.2774,Off Peak,0.2025,0.2126,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_E,Smart Economy 9_E3,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2468,0.2591,Off Peak,0.1933,0.203,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_F,Smart Economy 9_F3,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.2401,0.2521,Off Peak,0.1875,0.1969,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_G,Smart Economy 9_G3,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,Prepayment,Standing Charge,0.4928,0.5174,,Peak,0.265,0.2783,Off Peak,0.1955,0.2053,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_P,Smart Economy 9_P3,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2621,0.2752,Off Peak,0.1979,0.2078,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_N,Smart Economy 9_N3,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2503,0.2628,Off Peak,0.1916,0.2012,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_J,Smart Economy 9_J3,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,Prepayment,Standing Charge,0.5538,0.5815,,Peak,0.2709,0.2844,Off Peak,0.1953,0.2051,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_H,Smart Economy 9_H3,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,Prepayment,Standing Charge,0.614,0.6447,,Peak,0.2574,0.2703,Off Peak,0.1965,0.2063,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_K,Smart Economy 9_K3,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,Prepayment,Standing Charge,0.6053,0.6356,,Peak,0.2593,0.2723,Off Peak,0.1936,0.2033,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_L,Smart Economy 9_L3,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,Prepayment,Standing Charge,0.6534,0.6861,,Peak,0.2598,0.2728,Off Peak,0.1883,0.1977,,,,,,,,Live Run SVT PAYG
3,Smart Economy 9_M,Smart Economy 9_M3,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,Prepayment,Standing Charge,0.6484,0.6808,,Peak,0.2385,0.2504,Off Peak,0.1946,0.2043,,,,,,,,Live Run SVT PAYG
3,2 Rate_A,2 Rate_A3,,2 Rate,Electric,_A,,2 Rate,,,Prepayment,Standing Charge,0.4876,0.512,,Peak,0.2525,0.2651,Off Peak,0.1776,0.1865,,,,,,,,Live Run SVT PAYG
3,2 Rate_B,2 Rate_B3,,2 Rate,Electric,_B,,2 Rate,,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.2375,0.2494,Off Peak,0.1715,0.1801,,,,,,,,Live Run SVT PAYG
3,2 Rate_C,2 Rate_C3,,2 Rate,Electric,_C,,2 Rate,,,Prepayment,Standing Charge,0.3946,0.4143,,Peak,0.2508,0.2633,Off Peak,0.1902,0.1997,,,,,,,,Live Run SVT PAYG
3,2 Rate_D,2 Rate_D3,,2 Rate,Electric,_D,,2 Rate,,,Prepayment,Standing Charge,0.6438,0.676,,Peak,0.2536,0.2663,Off Peak,0.1799,0.1889,,,,,,,,Live Run SVT PAYG
3,2 Rate_E,2 Rate_E3,,2 Rate,Electric,_E,,2 Rate,,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2359,0.2477,Off Peak,0.1769,0.1857,,,,,,,,Live Run SVT PAYG
3,2 Rate_F,2 Rate_F3,,2 Rate,Electric,_F,,2 Rate,,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.229,0.2405,Off Peak,0.1721,0.1807,,,,,,,,Live Run SVT PAYG
3,2 Rate_G,2 Rate_G3,,2 Rate,Electric,_G,,2 Rate,,,Prepayment,Standing Charge,0.4928,0.5174,,Peak,0.2517,0.2643,Off Peak,0.1726,0.1812,,,,,,,,Live Run SVT PAYG
3,2 Rate_P,2 Rate_P3,,2 Rate,Electric,_P,,2 Rate,,,Prepayment,Standing Charge,0.5986,0.6285,,Peak,0.2491,0.2616,Off Peak,0.178,0.1869,,,,,,,,Live Run SVT PAYG
3,2 Rate_N,2 Rate_N3,,2 Rate,Electric,_N,,2 Rate,,,Prepayment,Standing Charge,0.6194,0.6504,,Peak,0.2388,0.2507,Off Peak,0.1727,0.1813,,,,,,,,Live Run SVT PAYG
3,2 Rate_J,2 Rate_J3,,2 Rate,Electric,_J,,2 Rate,,,Prepayment,Standing Charge,0.5538,0.5815,,Peak,0.2531,0.2658,Off Peak,0.1766,0.1854,,,,,,,,Live Run SVT PAYG
3,2 Rate_H,2 Rate_H3,,2 Rate,Electric,_H,,2 Rate,,,Prepayment,Standing Charge,0.614,0.6447,,Peak,0.2443,0.2565,Off Peak,0.1791,0.1881,,,,,,,,Live Run SVT PAYG
3,2 Rate_K,2 Rate_K3,,2 Rate,Electric,_K,,2 Rate,,,Prepayment,Standing Charge,0.6053,0.6356,,Peak,0.2451,0.2574,Off Peak,0.1749,0.1836,,,,,,,,Live Run SVT PAYG
3,2 Rate_L,2 Rate_L3,,2 Rate,Electric,_L,,2 Rate,,,Prepayment,Standing Charge,0.6534,0.6861,,Peak,0.2425,0.2546,Off Peak,0.1715,0.1801,,,,,,,,Live Run SVT PAYG
3,2 Rate_M,2 Rate_M3,,2 Rate,Electric,_M,,2 Rate,,,Prepayment,Standing Charge,0.6484,0.6808,,Peak,0.2301,0.2416,Off Peak,0.1801,0.1891,,,,,,,,Live Run SVT PAYG
3,THTC_P,THTC_P3,,THTC,Electric,_P,,THTC,,,Prepayment,Standing Charge,0.5986,0.6285,,Anytime,0.2514,0.264,Heating,0.2037,0.2139,,,,,,,,Live Run SVT PAYG
3,Flex Rate_A,Flex Rate_A3,,Flex Rate,Electric,_A,,Flex Rate,,,Prepayment,Standing Charge,0.4876,0.512,,Anytime,0.2436,0.2558,Heating,0.1941,0.2038,,,,,,,,Live Run SVT PAYG
3,Flex Rate_B,Flex Rate_B3,,Flex Rate,Electric,_B,,Flex Rate,,,Prepayment,Standing Charge,0.5389,0.5658,,Anytime,0.2293,0.2408,Heating,0.1867,0.196,,,,,,,,Live Run SVT PAYG
3,Flex Rate_C,Flex Rate_C3,,Flex Rate,Electric,_C,,Flex Rate,,,Prepayment,Standing Charge,0.3946,0.4143,,Anytime,0.2426,0.2547,Heating,0.2054,0.2157,,,,,,,,Live Run SVT PAYG
3,Flex Rate_D,Flex Rate_D3,,Flex Rate,Electric,_D,,Flex Rate,,,Prepayment,Standing Charge,0.6438,0.676,,Anytime,0.2447,0.2569,Heating,0.1964,0.2062,,,,,,,,Live Run SVT PAYG
3,Flex Rate_E,Flex Rate_E3,,Flex Rate,Electric,_E,,Flex Rate,,,Prepayment,Standing Charge,0.6052,0.6355,,Anytime,0.2288,0.2402,Heating,0.1901,0.1996,,,,,,,,Live Run SVT PAYG
3,Flex Rate_F,Flex Rate_F3,,Flex Rate,Electric,_F,,Flex Rate,,,Prepayment,Standing Charge,0.683,0.7172,,Anytime,0.2224,0.2335,Heating,0.1844,0.1936,,,,,,,,Live Run SVT PAYG
3,Flex Rate_G,Flex Rate_G3,,Flex Rate,Electric,_G,,Flex Rate,,,Prepayment,Standing Charge,0.4928,0.5174,,Anytime,0.2421,0.2542,Heating,0.1904,0.1999,,,,,,,,Live Run SVT PAYG
3,Flex Rate_P,Flex Rate_P3,,Flex Rate,Electric,_P,,Flex Rate,,,Prepayment,Standing Charge,0.5986,0.6285,,Anytime,0.2409,0.2529,Heating,0.1933,0.203,,,,,,,,Live Run SVT PAYG
3,Flex Rate_N,Flex Rate_N3,,Flex Rate,Electric,_N,,Flex Rate,,,Prepayment,Standing Charge,0.6194,0.6504,,Anytime,0.2311,0.2427,Heating,0.187,0.1964,,,,,,,,Live Run SVT PAYG
3,Flex Rate_J,Flex Rate_J3,,Flex Rate,Electric,_J,,Flex Rate,,,Prepayment,Standing Charge,0.5538,0.5815,,Anytime,0.2448,0.257,Heating,0.192,0.2016,,,,,,,,Live Run SVT PAYG
3,Flex Rate_H,Flex Rate_H3,,Flex Rate,Electric,_H,,Flex Rate,,,Prepayment,Standing Charge,0.614,0.6447,,Anytime,0.2371,0.249,Heating,0.1925,0.2021,,,,,,,,Live Run SVT PAYG
3,Flex Rate_K,Flex Rate_K3,,Flex Rate,Electric,_K,,Flex Rate,,,Prepayment,Standing Charge,0.6053,0.6356,,Anytime,0.2374,0.2493,Heating,0.1892,0.1987,,,,,,,,Live Run SVT PAYG
3,Flex Rate_L,Flex Rate_L3,,Flex Rate,Electric,_L,,Flex Rate,,,Prepayment,Standing Charge,0.6534,0.6861,,Anytime,0.2349,0.2466,Heating,0.1856,0.1949,,,,,,,,Live Run SVT PAYG
3,Flex Rate_M,Flex Rate_M3,,Flex Rate,Electric,_M,,Flex Rate,,,Prepayment,Standing Charge,0.6484,0.6808,,Anytime,0.2241,0.2353,Heating,0.1912,0.2008,,,,,,,,Live Run SVT PAYG
3,2 Rate (Heating)_P,2 Rate (Heating)_P3,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,Prepayment,Standing Charge,0.5986,0.6285,,Anytime,0.2368,0.2486,Heating,0.2009,0.2109,,,,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_A,3 Rate (Heating)_A3,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,Prepayment,Standing Charge,0.4876,0.512,,Peak,0.2821,0.2962,Off Peak,0.1999,0.2099,Heating,0.213,0.2237,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_B,3 Rate (Heating)_B3,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,Prepayment,Standing Charge,0.5389,0.5658,,Peak,0.2629,0.276,Off Peak,0.1911,0.2007,Heating,0.203,0.2132,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_C,3 Rate (Heating)_C3,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,Prepayment,Standing Charge,0.3946,0.4143,,Peak,0.2716,0.2852,Off Peak,0.2075,0.2179,Heating,0.2204,0.2314,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_D,3 Rate (Heating)_D3,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,Prepayment,Standing Charge,0.6438,0.676,,Peak,0.2832,0.2974,Off Peak,0.2014,0.2115,Heating,0.2147,0.2254,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_E,3 Rate (Heating)_E3,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,Prepayment,Standing Charge,0.6052,0.6355,,Peak,0.2586,0.2715,Off Peak,0.1952,0.205,Heating,0.2048,0.215,,,,,Live Run SVT PAYG
3,3 Rate (Heating)_F,3 Rate (Heating)_F3,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,Prepayment,Standing Charge,0.683,0.7172,,Peak,0.2514,0.264,Off Peak,0.1901,0.1996,Heating,0.1987,0.2086,,,,,Live Run SVT PAYG
